Input 1,Input 2,Input 3,Input 4,Input 5,y
380.7878417055497,586694.25,14886.284313412894,0.5534328757397847,16502.0,5744.584009859218
380.78784170554974,580789.6610556379,14616.773228098702,0.6714025887301313,16232.0,7413.086046943227
190.39392085277487,477360.2497763933,14856.06238981963,0.24684123757256562,1030.8576747776854,3470.7015728033293
190.39392085277487,479023.75593442813,14781.720125983999,0.3632277214987253,2026.6383547673072,3542.9629107382775
195.15376887409425,477730.72084205016,14757.795285593917,0.3768371623267194,2030.3401268190414,3531.650731301322
190.39392085277487,476710.72481629916,14750.744182719154,0.4408931225404459,2387.0119968287363,3591.883198194585
190.39392085277487,479396.7343436984,14960.03558885729,0.5203990006875755,2494.1714050676464,3577.394379576457
190.39392085277487,476860.08428119955,14837.476823860725,0.5998428930323827,3124.8148944642116,3694.1716252638325
190.39392085277484,477090.47020309506,14842.775340471813,0.6674927764627445,4369.180856479548,3915.699631717785
199.91361689541358,475629.21602899826,14702.22199790758,0.7326116105544581,5490.640695724114,4052.7692285978255
285.5908812791623,477666.7457073926,14769.329748678063,0.3038454279433833,3486.0,3936.708981235014
285.5908812791622,475848.96676449303,14873.853178286872,0.39958906026700347,4724.0,4065.8525363288595
285.59088127916226,476164.09139914653,14775.52493733103,0.47089389500500595,7149.0,3981.763897637464
285.59088127916226,477255.93388701475,14775.52493733103,0.48557614392693055,6991.0,4230.64041405218
285.5908812791623,475068.5701871085,14806.500880595879,0.6185054992649707,10092.0,4306.78368435118
285.59088127916226,476375.70599714894,14696.047188164654,0.5998622043144418,10016.0,4127.184808241765
285.5908812791623,474448.4322352542,14635.236520597355,0.7317458727895043,13138.0,4569.4489501909065
285.5908812791622,473663.1785519423,14880.068745849883,0.7874097675362675,13101.0,5164.30602509477
380.7878417055496,477192.7320087949,14689.872378421725,0.30271332592587685,5843.0,3626.2679756496204
380.7878417055497,477493.3758709166,14702.22199790758,0.3783889001945458,7301.0,3990.968247643696
380.7878417055496,475587.94809091423,14837.476823860725,0.33617557017271593,6473.0,4102.990247124133
376.02799368423035,473726.1346644826,14800.305691942907,0.4274366959674357,9976.0,4409.123083235022
380.7878417055497,469684.8285074035,14665.173139450024,0.543340537519945,13692.0,4704.1133765300765
380.7878417055497,473141.11662821646,14892.499880975907,0.5594613045807955,14408.0,4717.7894424686165
371.268145662911,487287.93499370455,14652.82351996417,0.6393434509111116,16610.0,6292.812464379031
